date,ticker,name,sector,industry,price,low_52w,high_52w,pct_from_low,pct_from_high,dividend_yield_pct,trailing_pe,market_cap,updated_at
2026-08-21,ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,46.81,36.44,49.8,28.44,-6.0,2.48,18.0,2742173184.0,2026-08-24T09:31:15.227481+00:00
2026-08-21,EMR,Emerson Electric Company,Industrials,Specialty Industrial Machinery,157.26,121.73,165.79,29.18,-5.14,1.41,34.34,87719624704.0,2026-08-24T09:30:48.997442+00:00
2026-08-21,AWR,American States Water Company,Utilities,Utilities - Regulated Water,88.63,67.63,90.42,31.04,-1.98,2.46,24.22,3512905216.0,2026-08-24T09:30:51.993372+00:00
2026-08-21,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,116.74,87.27,128.21,33.77,-8.95,3.97,23.58,10205216768.0,2026-08-24T09:31:21.227858+00:00
2026-08-21,MSEX,Middlesex Water Company,Utilities,Utilities - Regulated Water,58.26,43.01,60.55,35.44,-3.79,2.47,22.49,1097848320.0,2026-08-24T09:30:59.465689+00:00
2026-08-21,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,264.96,189.4,267.47,39.89,-0.94,2.61,74.64,468215398400.0,2026-08-24T09:30:51.259256+00:00
2026-08-21,PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,1001.74,710.89,1099.94,40.91,-8.93,80.0,35.21,126305779712.0,2026-08-24T09:30:45.983620+00:00
2026-08-21,KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,91.1,64.04,91.87,42.26,-0.84,2.33,27.36,391962198016.0,2026-08-24T09:31:03.199932+00:00
2026-08-21,KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,19.06,13.38,20.78,42.49,-8.28,4.41,22.42,36609941504.0,2026-08-24T09:31:16.674616+00:00
2026-08-21,ABT,Abbott Laboratories,Healthcare,Medical Devices,116.64,81.39,134.38,43.31,-13.2,2.16,37.75,201831907328.0,2026-08-24T09:30:48.214141+00:00
2026-08-21,UBSI,"United Bankshares, Inc.",Financial Services,Banks - Regional,47.81,33.16,49.62,44.17,-3.65,3.18,13.03,6512323584.0,2026-08-24T09:31:14.458599+00:00
2026-08-21,GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,1312.24,901.22,1417.14,45.61,-7.4,76.0,33.44,61807742976.0,2026-08-24T09:31:02.421613+00:00
